,kernel_sizes,filters,pool_sizes,FC_nodes,lr,performance
383,"[10, 8, 5, 4, 1]","[5, 10, 13, 15, 19]","[9, 8, 4, 4, 1]","[128, 2, 2]",0.0027519010613399715,"[14.73583698272705, 14.73583698272705]"
384,"[7, 6, 4]","[11, 19, 20]","[7, 3, 1]",[32],0.03855806984396967,"[0.9772209525108337, 0.9772209525108337]"
385,[8],[18],[2],"[128, 64, 4]",0.005767922619823031,"[0.517699658870697, 0.517699658870697]"
386,"[9, 9, 5, 3]","[2, 3, 4, 22]","[10, 9, 3, 2]","[64, 32, 8]",0.025800139473647843,"[0.9766042828559875, 0.9766042828559875]"
387,"[8, 5, 4]","[13, 17, 19]","[9, 8, 3]","[32, 16]",0.0014859426296237666,"[0.17009277641773224, 0.17009277641773224]"
388,"[6, 5, 3, 1]","[1, 16, 16, 17]","[8, 8, 3, 2]","[32, 16]",0.005328073408451731,"[1.0305371284484863, 1.0305371284484863]"
389,"[9, 7, 6]","[5, 10, 12]","[6, 4, 2]","[64, 16]",0.0010417756432678348,"[0.7220837473869324, 0.7220837473869324]"
390,"[9, 8, 2]","[5, 20, 21]","[10, 3, 3]","[64, 8]",0.00026991220239122,"[0.907972514629364, 0.907972514629364]"
391,"[5, 5, 4]","[4, 6, 13]","[10, 3, 3]","[128, 16, 4]",0.08199657780117908,"[0.980643093585968, 0.980643093585968]"
392,"[5, 5, 2]","[8, 19, 24]","[10, 6, 5]","[8, 4]",0.00018607160637942966,"[75.38248443603516, 75.38248443603516]"
393,"[8, 1]","[9, 13]","[6, 5]","[128, 64, 2]",0.00117104822437949,"[43.45122528076172, 43.45122528076172]"
394,"[7, 4, 1]","[12, 14, 15]","[10, 8, 3]","[128, 64]",4.199297119413887e-05,"[0.9764713644981384, 0.9764713644981384]"
395,"[9, 8, 6, 6]","[6, 11, 17, 20]","[9, 7, 5, 4]","[64, 16, 2]",0.06314276788082443,"[0.978827953338623, 0.978827953338623]"
396,[4],[19],[5],"[64, 16, 2]",1.2602876133761905e-05,"[82.35564422607422, 82.35563659667969]"
397,"[9, 9, 5, 4]","[1, 3, 8, 9]","[10, 8, 3, 3]",[4],0.0025859281279231685,"[0.9769455790519714, 0.9769455790519714]"
398,[10],[19],[5],[32],2.7696892152666417e-05,"[0.9842686057090759, 0.9842686057090759]"
399,"[7, 5, 3, 2, 1]","[5, 10, 14, 15, 20]","[9, 8, 6, 5, 4]","[16, 8, 2]",4.41134809767074e-05,"[0.9814639091491699, 0.9814639091491699]"
